Date,Open,Close,Volume,Percent Change
"Feb 15, 2023",42.14,42.95,"11,660,100",1.922164215
"Feb 14, 2023",41.7,42.43,"13,012,400",1.75059952
"Feb 13, 2023",40.73,42.02,"12,854,800",3.167198625
"Feb 10, 2023",41.24,41.35,"11,447,400",0.2667313288
"Feb 09, 2023",42.09,41.63,"20,848,900",-1.092896175
"Feb 08, 2023",41.08,41.57,"12,318,500",1.192794547
"Feb 07, 2023",41.26,41.4,"11,542,500",0.339311682
"Feb 06, 2023",40.9,41.34,"14,285,700",1.075794621
"Feb 03, 2023",40.65,41.13,"18,566,700",1.180811808
"Feb 02, 2023",40.28,41.5,"28,757,000",3.028798411
"Feb 01, 2023",39.45,39.3,"25,569,500",-0.3802281369
"Jan 31, 2023",38.93,39.32,"47,396,300",1.001798099
"Jan 30, 2023",36.75,36.29,"23,596,800",-1.25170068
"Jan 27, 2023",36.58,37.95,"21,995,400",3.745215965
"Jan 26, 2023",36.99,36.48,"19,559,000",-1.378751014
"Jan 25, 2023",35.99,36.32,"13,715,600",0.916921367
"Jan 24, 2023",36,36.2,"12,072,100",0.5555555556
"Jan 23, 2023",35.69,36.44,"17,001,900",2.101428972
"Jan 20, 2023",35.68,35.35,"17,187,200",-0.9248878924
"Jan 19, 2023",35.65,35.73,"11,403,600",0.2244039271
"Jan 18, 2023",37.06,36.44,"11,322,700",-1.672962763
"Jan 17, 2023",36.5,36.61,"13,916,100",0.301369863
"Jan 13, 2023",36.48,36.51,"21,242,800",0.08223684211
"Jan 12, 2023",38.14,38.33,"15,318,500",0.4981646565
"Jan 11, 2023",37.35,37.82,"15,190,300",1.258366801
"Jan 10, 2023",36.14,37.11,"10,280,400",2.684006641
"Jan 09, 2023",36.53,35.92,"11,617,900",-1.669860389
"Jan 06, 2023",34.69,35.91,"9,783,500",3.516863649
"Jan 05, 2023",34.2,35,"11,932,000",2.339181287
"Jan 04, 2023",34.29,34.69,"11,326,300",1.166520852
"Jan 03, 2023",34.02,33.82,"11,793,300",-0.5878894768
"Dec 30, 2022",33.33,33.64,"11,807,400",0.9300930093
"Dec 29, 2022",32.82,33.67,"11,634,900",2.589884217
"Dec 28, 2022",33.32,32.53,"9,550,900",-2.370948379
"Dec 27, 2022",33.52,33.32,"9,984,400",-0.5966587112
"Dec 23, 2022",33.68,33.83,"10,619,100",0.445368171
"Dec 22, 2022",35.17,33.53,"20,227,800",-4.663065112
"Dec 21, 2022",35.72,35.9,"9,959,900",0.5039193729
"Dec 20, 2022",35.26,35.2,"10,934,300",-0.1701644923
"Dec 19, 2022",36.28,35.42,"12,248,000",-2.37045204
"Dec 16, 2022",37.03,36.15,"27,530,500",-2.376451526
"Dec 15, 2022",37.79,37.62,"11,293,600",-0.4498544589
"Dec 14, 2022",38.74,38.36,"11,964,600",-0.9808982963
"Dec 13, 2022",39.66,38.77,"12,154,500",-2.244074634
"Dec 12, 2022",38.32,38.49,"13,873,200",0.4436325678
"Dec 09, 2022",37.85,38.28,"8,865,500",1.136063408
"Dec 08, 2022",38.07,38.2,"8,622,500",0.341476228
"Dec 07, 2022",37.67,37.96,"11,613,800",0.7698433767
"Dec 06, 2022",38.93,38.02,"12,775,500",-2.337528898
"Dec 05, 2022",39.47,38.79,"7,633,200",-1.722827464
"Dec 02, 2022",39.86,39.9,"9,224,100",0.1003512293
"Dec 01, 2022",40.77,40.43,"12,335,100",-0.8339465293
"Nov 30, 2022",39.98,40.56,"14,805,900",1.450725363
"Nov 29, 2022",39.62,39.75,"10,582,400",0.3281171126
"Nov 28, 2022",39.92,39.38,"19,395,400",-1.352705411
"Nov 25, 2022",39.81,40.46,"4,615,300",1.632755589
"Nov 23, 2022",39.85,40.11,"9,097,000",0.652446675
"Nov 22, 2022",39.89,39.97,"8,394,400",0.2005515167
"Nov 21, 2022",39.44,39.52,"12,281,900",0.2028397566
"Nov 18, 2022",39.5,39.77,"22,849,200",0.6835443038
"Nov 17, 2022",38.03,38.64,"26,006,900",1.603996845
"Nov 16, 2022",39.75,38.47,"12,032,500",-3.220125786
"Nov 15, 2022",40.7,40.24,"12,390,000",-1.13022113
"Nov 14, 2022",41.01,39.93,"14,968,900",-2.633504023
"Nov 11, 2022",39.86,41.12,"13,035,200",3.161063723
"Nov 10, 2022",39.15,39.74,"20,197,600",1.507024266
"Nov 09, 2022",38.55,38.06,"10,526,200",-1.271076524
"Nov 08, 2022",39.47,39.05,"10,946,400",-1.064099316
"Nov 07, 2022",39.36,39.39,"11,526,900",0.0762195122
"Nov 04, 2022",39.39,39,"15,089,600",-0.9900990099
"Nov 03, 2022",37.78,38.51,"12,128,600",1.93223928
"Nov 02, 2022",39.22,38.52,"13,324,200",-1.784803672
"Nov 01, 2022",39.92,39.35,"10,840,600",-1.427855711
"Oct 31, 2022",38.55,39.25,"13,957,700",1.815823606
"Oct 28, 2022",38.2,38.85,"10,459,800",1.701570681
"Oct 27, 2022",38.04,38.16,"13,842,600",0.3154574132
"Oct 26, 2022",37.36,37.86,"19,638,600",1.338329764
"Oct 25, 2022",36.45,37.01,"25,537,500",1.536351166
"Oct 24, 2022",34.91,35.72,"18,575,100",2.320252077
"Oct 21, 2022",33.5,35,"14,094,700",4.47761194
"Oct 20, 2022",33.74,33.44,"13,579,800",-0.8891523414
"Oct 19, 2022",33.79,33.63,"10,311,300",-0.4735128736
"Oct 18, 2022",34.78,34.25,"11,144,700",-1.52386429
"Oct 17, 2022",33.7,33.57,"10,960,500",-0.3857566766
"Oct 14, 2022",33.07,32.89,"11,994,100",-0.5442999698
"Oct 13, 2022",31.29,32.76,"17,199,800",4.697986577
"Oct 12, 2022",32.12,32.2,"10,810,300",0.2490660025
"Oct 11, 2022",32.01,32.09,"16,763,800",0.2499218994
"Oct 10, 2022",32.38,32.29,"22,996,100",-0.2779493515
"Oct 07, 2022",34.06,33.62,"11,193,900",-1.291837933
"Oct 06, 2022",34.58,34.63,"11,435,800",0.1445922499
"Oct 05, 2022",34.38,34.84,"18,679,400",1.337987202
"Oct 04, 2022",34.2,35.8,"19,811,700",4.678362573
"Oct 03, 2022",32.46,32.87,"14,697,300",1.263093038
"Sep 30, 2022",32.93,32.09,"16,159,900",-2.550865472
"Sep 29, 2022",34.01,33.26,"14,825,100",-2.205233755
"Sep 28, 2022",34.75,35.25,"12,046,200",1.438848921
"Sep 27, 2022",35.55,34.71,"13,541,700",-2.362869198
"Sep 26, 2022",35.1,35.04,"16,777,700",-0.1709401709
"Sep 23, 2022",36.47,35.48,"17,888,900",-2.714559912
"Sep 22, 2022",37.81,37.38,"13,519,700",-1.137265274
"Sep 21, 2022",39.16,37.68,"20,455,600",-3.779366701
"Sep 20, 2022",40.23,39.06,"25,401,500",-2.908277405
"Sep 19, 2022",39.5,41.39,"13,267,700",4.784810127
"Sep 16, 2022",40.06,39.97,"20,899,600",-0.2246630055
"Sep 15, 2022",40.57,40.66,"15,193,900",0.2218387971
"Sep 14, 2022",40.74,40.62,"15,239,200",-0.29455081
"Sep 13, 2022",40.6,40.53,"14,841,600",-0.1724137931
"Sep 12, 2022",41.66,42.05,"16,332,900",0.936149784
"Sep 09, 2022",40.75,41.29,"12,912,900",1.325153374
"Sep 08, 2022",39.45,40.5,"15,754,700",2.661596958
"Sep 07, 2022",38.52,40.11,"15,832,400",4.127725857
"Sep 06, 2022",38.81,38.71,"19,717,300",-0.2576655501
"Sep 02, 2022",39.32,38.47,"10,860,500",-2.161749746
"Sep 01, 2022",37.81,38.56,"11,370,800",1.983602222
"Aug 31, 2022",39.2,38.21,"15,390,300",-2.525510204
"Aug 30, 2022",39.76,39.13,"15,090,600",-1.584507042
"Aug 29, 2022",38.77,39.51,"13,408,900",1.908692288
"Aug 26, 2022",40.75,39.23,"16,179,500",-3.73006135
"Aug 25, 2022",39.36,40.39,"15,211,900",2.616869919
"Aug 24, 2022",38.61,39.25,"12,710,300",1.657601658
"Aug 23, 2022",38.96,38.56,"15,394,400",-1.026694045
"Aug 22, 2022",38.24,38.55,"20,921,400",0.8106694561
"Aug 19, 2022",39.24,39.7,"23,306,500",1.172273191
"Aug 18, 2022",38.33,38.72,"7,004,100",1.017479781
"Aug 17, 2022",38.19,38.4,"10,656,700",0.5498821681
"Aug 16, 2022",38.95,38.99,"13,944,400",0.1026957638
"Aug 15, 2022",38.88,39.4,"9,626,400",1.33744856
"Aug 12, 2022",38.83,39.48,"8,905,300",1.67396343
"Aug 11, 2022",38.69,38.46,"10,221,400",-0.594468855
"Aug 10, 2022",37.69,37.95,"10,663,300",0.6898381534
"Aug 09, 2022",37.27,36.62,"12,752,200",-1.744030051
"Aug 08, 2022",36.62,37.56,"17,398,800",2.566903332
"Aug 05, 2022",35.92,36.06,"10,878,600",0.3897550111
"Aug 04, 2022",37.02,36.23,"16,882,100",-2.133981632
"Aug 03, 2022",36.79,37.31,"16,047,700",1.413427562
"Aug 02, 2022",36.32,36.13,"13,124,000",-0.5231277533
"Aug 01, 2022",36.06,36.77,"12,224,200",1.968940654
"Jul 29, 2022",35.75,36.26,"14,375,900",1.426573427
"Jul 28, 2022",35.01,35.74,"11,802,100",2.085118538
"Jul 27, 2022",34.02,34.68,"12,292,800",1.940035273
"Jul 26, 2022",34.03,33.34,"14,533,000",-2.027622686
"Jul 25, 2022",34.86,34.52,"14,782,700",-0.975329891
"Jul 22, 2022",35.17,34.67,"13,616,700",-1.421666193
"Jul 21, 2022",34.76,35.13,"10,857,400",1.064441887
"Jul 20, 2022",34.18,34.76,"10,110,600",1.696898771
"Jul 19, 2022",33.35,34.4,"13,186,300",3.148425787
"Jul 18, 2022",33.3,32.62,"12,679,300",-2.042042042
"Jul 15, 2022",32.25,32.87,"12,982,900",1.92248062
"Jul 14, 2022",31.15,31.59,"14,450,400",1.412520064
"Jul 13, 2022",30.85,31.72,"16,196,700",2.820097245
"Jul 12, 2022",30.92,31.53,"19,773,400",1.972833118
"Jul 11, 2022",31.91,30.87,"17,121,600",-3.259166406
"Jul 08, 2022",32.69,32.31,"11,765,200",-1.162434995
"Jul 07, 2022",32,32.66,"14,022,900",2.0625
"Jul 06, 2022",32.05,31.27,"17,101,100",-2.433697348
"Jul 05, 2022",31.11,32.37,"19,646,200",4.050144648
"Jul 01, 2022",31.28,32.19,"21,175,000",2.909207161
"Jun 30, 2022",32.59,31.76,"20,144,800",-2.546793495
"Jun 29, 2022",33.8,33.45,"11,426,700",-1.035502959
"Jun 28, 2022",35.19,33.99,"15,197,100",-3.410059676
"Jun 27, 2022",34.99,34.63,"10,443,100",-1.02886539
"Jun 24, 2022",33.11,34.82,"18,401,600",5.164602839
"Jun 23, 2022",32.92,32.99,"14,410,100",0.212636695
"Jun 22, 2022",32.19,32.83,"14,974,100",1.988195092
"Jun 21, 2022",32.83,32.64,"16,627,600",-0.5787389583
"Jun 17, 2022",31.45,31.88,"23,649,700",1.367249603
"Jun 16, 2022",32.85,31.42,"22,783,200",-4.353120244
"Jun 15, 2022",33.36,34.18,"19,116,000",2.458033573
"Jun 14, 2022",32.67,33.2,"17,891,000",1.62228344
"Jun 13, 2022",33.86,32.28,"23,202,000",-4.666272888
"Jun 10, 2022",35.73,35.01,"15,875,500",-2.01511335
"Jun 09, 2022",37.48,36.65,"9,306,500",-2.214514408
"Jun 08, 2022",38.34,37.69,"10,210,300",-1.695357329
"Jun 07, 2022",37.22,38.37,"14,517,600",3.089736701
"Jun 06, 2022",38.35,37.83,"11,029,000",-1.355932203
"Jun 03, 2022",38.09,37.61,"11,670,500",-1.260173274
"Jun 02, 2022",38.4,38.87,"10,735,500",1.223958333
"Jun 01, 2022",39.01,38.27,"12,190,800",-1.8969495
"May 31, 2022",38.61,38.68,"19,857,900",0.1813001813
"May 27, 2022",37.8,38.57,"15,684,100",2.037037037
"May 26, 2022",36.38,37.42,"14,568,400",2.858713579
"May 25, 2022",34.9,35.98,"15,409,500",3.094555874
"May 24, 2022",35.53,35.21,"16,717,000",-0.9006473403
"May 23, 2022",35.93,36,"19,959,800",0.1948232675
"May 20, 2022",37.01,35.4,"24,408,000",-4.350175628
"May 19, 2022",35.38,36.12,"15,545,100",2.091577162
"May 18, 2022",37.5,35.83,"19,255,700",-4.453333333
"May 17, 2022",38.03,38.1,"15,505,700",0.1840652117
"May 16, 2022",38.01,37.1,"16,512,200",-2.394106814
"May 13, 2022",36.18,38.21,"22,997,300",5.610834715
"May 12, 2022",35.46,35.56,"43,172,200",0.2820078962
"May 11, 2022",38.78,37.27,"18,050,800",-3.89375967
"May 10, 2022",39.39,38.7,"20,206,400",-1.751713633
"May 09, 2022",38.98,38.26,"18,508,800",-1.847101077
"May 06, 2022",39.79,39.58,"14,684,900",-0.5277707967
