Date,Open,Close,Volume,Percent Change
"Dec 27, 2022",11.28,11.2,"44,837,400",-0.7092198582
"Dec 23, 2022",11.27,11.36,"38,200,700",0.7985803017
"Dec 22, 2022",11.54,11.31,"75,158,700",-1.993067591
"Dec 21, 2022",11.61,11.78,"49,256,000",1.464254953
"Dec 20, 2022",11.65,11.47,"82,057,900",-1.545064378
"Dec 19, 2022",12.12,11.69,"88,062,500",-3.547854785
"Dec 16, 2022",12.77,12.12,"118,345,700",-5.090054816
"Dec 15, 2022",13.23,13.03,"55,725,300",-1.511715797
"Dec 14, 2022",13.57,13.48,"51,199,900",-0.6632277082
"Dec 13, 2022",13.78,13.57,"57,872,100",-1.52394775
"Dec 12, 2022",13.2,13.46,"35,473,800",1.96969697
"Dec 09, 2022",13.04,13.18,"41,553,600",1.073619632
"Dec 08, 2022",13.2,13.12,"32,376,300",-0.6060606061
"Dec 07, 2022",13.2,13.1,"36,609,800",-0.7575757576
"Dec 06, 2022",13.42,13.28,"39,996,000",-1.043219076
"Dec 05, 2022",13.75,13.38,"39,714,500",-2.690909091
"Dec 02, 2022",13.84,13.86,"42,417,400",0.1445086705
"Dec 01, 2022",14.09,14.08,"45,335,100",-0.07097232079
"Nov 30, 2022",13.78,13.9,"61,537,300",0.8708272859
"Nov 29, 2022",13.85,13.75,"28,380,800",-0.7220216606
"Nov 28, 2022",13.94,13.73,"35,249,700",-1.506456241
"Nov 25, 2022",13.96,14.08,"12,980,900",0.8595988539
"Nov 23, 2022",14,14.03,"25,974,200",0.2142857143
"Nov 22, 2022",14.05,14.07,"28,738,800",0.1423487544
"Nov 21, 2022",13.86,13.95,"34,087,100",0.6493506494
"Nov 18, 2022",14.08,13.99,"37,101,900",-0.6392045455
"Nov 17, 2022",13.66,13.91,"54,317,900",1.830161054
"Nov 16, 2022",14.1,13.9,"47,484,200",-1.418439716
"Nov 15, 2022",14.29,14.3,"61,835,700",0.0699790063
"Nov 14, 2022",14.23,14.06,"57,691,600",-1.194659171
"Nov 11, 2022",14.26,14.5,"60,187,600",1.683029453
"Nov 10, 2022",13.69,14.18,"75,638,500",3.579254931
"Nov 09, 2022",13.57,13.31,"74,199,200",-1.915991157
"Nov 08, 2022",13.78,13.72,"52,731,900",-0.435413643
"Nov 07, 2022",13.61,13.7,"48,176,900",0.6612784717
"Nov 04, 2022",13.57,13.51,"61,489,100",-0.4421518055
"Nov 03, 2022",12.81,13.26,"58,782,600",3.512880562
"Nov 02, 2022",13.22,13.06,"73,673,500",-1.210287443
"Nov 01, 2022",13.57,13.4,"47,454,700",-1.252763449
"Oct 31, 2022",13.15,13.37,"54,676,700",1.673003802
"Oct 28, 2022",13,13.26,"55,777,900",2
"Oct 27, 2022",12.77,13,"88,421,500",1.801096319
"Oct 26, 2022",12.8,12.82,"86,833,600",0.15625
"Oct 25, 2022",12.58,12.83,"66,391,600",1.987281399
"Oct 24, 2022",12.3,12.48,"64,717,700",1.463414634
"Oct 21, 2022",11.74,12.19,"55,132,700",3.833049404
"Oct 20, 2022",12.13,11.77,"55,568,100",-2.96784831
"Oct 19, 2022",11.91,12.13,"54,130,000",1.847187238
"Oct 18, 2022",12.22,12.03,"53,603,400",-1.554828151
"Oct 17, 2022",11.98,11.83,"59,561,700",-1.252086811
"Oct 14, 2022",11.8,11.67,"55,127,700",-1.101694915
"Oct 13, 2022",11.24,11.77,"70,487,400",4.715302491
"Oct 12, 2022",11.48,11.54,"59,628,500",0.5226480836
"Oct 11, 2022",11.3,11.56,"75,173,200",2.300884956
"Oct 10, 2022",11.47,11.36,"115,548,900",-0.9590235397
"Oct 07, 2022",12.18,12.2,"56,494,500",0.1642036125
"Oct 06, 2022",12.36,12.36,"64,531,900",0
"Oct 05, 2022",12.38,12.51,"87,919,100",1.050080775
"Oct 04, 2022",11.96,12.36,"87,629,200",3.344481605
"Oct 03, 2022",11.38,11.47,"66,198,300",0.7908611599
"Sep 30, 2022",11.39,11.2,"71,688,200",-1.668129939
"Sep 29, 2022",11.85,11.47,"84,534,900",-3.206751055
"Sep 28, 2022",11.91,12.18,"72,701,600",2.267002519
"Sep 27, 2022",12.21,11.91,"87,044,400",-2.457002457
"Sep 26, 2022",12.21,11.99,"89,300,400",-1.801801802
"Sep 23, 2022",12.33,12.31,"104,043,700",-0.1622060016
"Sep 22, 2022",13.12,12.77,"82,004,400",-2.667682927
"Sep 21, 2022",13.24,13.05,"94,271,600",-1.435045317
"Sep 20, 2022",14.09,13.09,"196,340,000",-7.097232079
"Sep 19, 2022",14.5,14.93,"48,696,200",2.965517241
"Sep 16, 2022",14.62,14.72,"68,454,800",0.683994528
"Sep 15, 2022",14.69,14.89,"61,377,000",1.361470388
"Sep 14, 2022",14.76,14.66,"59,571,800",-0.6775067751
"Sep 13, 2022",15,14.74,"80,842,500",-1.733333333
"Sep 12, 2022",15.55,15.54,"52,656,500",-0.06430868167
"Sep 09, 2022",15.6,15.42,"63,328,600",-1.153846154
"Sep 08, 2022",15.16,15.47,"60,075,900",2.044854881
"Sep 07, 2022",14.91,15.43,"55,087,200",3.48759222
"Sep 06, 2022",15.22,15.03,"58,676,700",-1.248357424
"Sep 02, 2022",15.53,15.16,"64,565,400",-2.382485512
"Sep 01, 2022",15.1,15.19,"65,299,800",0.5960264901
"Aug 31, 2022",15.52,15.24,"52,058,200",-1.804123711
"Aug 30, 2022",15.7,15.45,"66,034,400",-1.592356688
"Aug 29, 2022",15.2,15.57,"50,416,500",2.434210526
"Aug 26, 2022",16.01,15.41,"54,517,300",-3.747657714
"Aug 25, 2022",15.6,15.93,"56,401,300",2.115384615
"Aug 24, 2022",15.32,15.52,"39,508,700",1.305483029
"Aug 23, 2022",15.09,15.32,"51,289,000",1.524188204
"Aug 22, 2022",15.08,15.08,"71,321,800",0
"Aug 19, 2022",15.95,15.88,"48,597,200",-0.4388714734
"Aug 18, 2022",15.99,16.15,"39,414,200",1.000625391
"Aug 17, 2022",16.16,16.03,"57,118,300",-0.8044554455
"Aug 16, 2022",16.3,16.43,"54,028,900",0.7975460123
"Aug 15, 2022",16,16.32,"51,779,600",2
"Aug 12, 2022",15.95,16.18,"53,182,500",1.44200627
"Aug 11, 2022",15.8,15.83,"61,567,000",0.1898734177
"Aug 10, 2022",15.47,15.5,"71,607,000",0.1939237233
"Aug 09, 2022",15.66,15.19,"67,676,800",-3.001277139
"Aug 08, 2022",15.57,15.78,"75,988,100",1.348747592
"Aug 05, 2022",15.23,15.3,"68,093,500",0.4596191727
"Aug 04, 2022",15.65,15.37,"85,039,800",-1.78913738
"Aug 03, 2022",15.48,15.69,"95,846,000",1.356589147
"Aug 02, 2022",15.2,15.16,"74,626,800",-0.2631578947
"Aug 01, 2022",14.66,15.34,"109,521,700",4.638472033
"Jul 29, 2022",14.11,14.69,"94,551,600",4.110559887
"Jul 28, 2022",13.94,14,"144,096,500",0.4304160689
"Jul 27, 2022",12.75,13.19,"64,572,300",3.450980392
"Jul 26, 2022",12.68,12.54,"49,272,300",-1.104100946
"Jul 25, 2022",12.85,12.84,"36,830,500",-0.07782101167
"Jul 22, 2022",13.1,12.82,"46,724,700",-2.13740458
"Jul 21, 2022",12.88,13,"66,949,200",0.9316770186
"Jul 20, 2022",12.6,12.73,"51,932,200",1.031746032
"Jul 19, 2022",12.22,12.59,"62,650,800",3.027823241
"Jul 18, 2022",12.15,11.96,"45,873,400",-1.563786008
"Jul 15, 2022",11.58,11.88,"49,306,900",2.590673575
"Jul 14, 2022",11.22,11.39,"48,176,300",1.515151515
"Jul 13, 2022",11.31,11.51,"48,274,300",1.768346596
"Jul 12, 2022",11.29,11.56,"58,414,500",2.3914969
"Jul 11, 2022",11.54,11.29,"48,833,600",-2.166377816
"Jul 08, 2022",11.65,11.62,"55,235,600",-0.2575107296
"Jul 07, 2022",11.33,11.65,"63,000,400",2.824360106
"Jul 06, 2022",11.15,11.06,"71,282,900",-0.8071748879
"Jul 05, 2022",11.05,11.2,"87,269,800",1.357466063
"Jul 01, 2022",11.1,11.32,"54,356,000",1.981981982
"Jun 30, 2022",11.24,11.13,"59,238,200",-0.9786476868
"Jun 29, 2022",11.74,11.52,"39,474,200",-1.873935264
"Jun 28, 2022",12.14,11.81,"45,866,900",-2.718286656
"Jun 27, 2022",12.12,12.04,"44,009,900",-0.6600660066
"Jun 24, 2022",11.65,12.01,"55,457,600",3.090128755
"Jun 23, 2022",11.5,11.56,"53,655,000",0.5217391304
"Jun 22, 2022",11.26,11.48,"46,098,900",1.953818828
"Jun 21, 2022",11.55,11.46,"66,283,400",-0.7792207792
"Jun 17, 2022",11.24,11.23,"80,248,800",-0.08896797153
"Jun 16, 2022",11.8,11.25,"80,380,100",-4.661016949
"Jun 15, 2022",12.22,12.27,"70,393,200",0.4091653028
"Jun 14, 2022",11.99,12.2,"82,369,300",1.75145955
"Jun 13, 2022",12.3,11.81,"80,676,300",-3.983739837
"Jun 10, 2022",13,12.75,"55,644,400",-1.923076923
"Jun 09, 2022",13.51,13.28,"30,468,000",-1.702442635
"Jun 08, 2022",13.63,13.53,"39,441,900",-0.7336757153
"Jun 07, 2022",13.26,13.74,"38,940,300",3.619909502
"Jun 06, 2022",13.74,13.46,"37,711,100",-2.037845706
"Jun 03, 2022",13.63,13.5,"43,625,200",-0.9537784299
"Jun 02, 2022",13.64,13.89,"42,979,700",1.832844575
"Jun 01, 2022",13.88,13.55,"50,726,200",-2.377521614
"May 31, 2022",13.68,13.68,"79,689,900",0
"May 27, 2022",13.26,13.63,"54,195,700",2.790346908
"May 26, 2022",12.8,13.12,"45,709,200",2.5
"May 25, 2022",12.33,12.71,"41,193,100",3.081914031
"May 24, 2022",12.6,12.42,"51,082,800",-1.428571429
"May 23, 2022",12.64,12.83,"51,929,600",1.503164557
"May 20, 2022",13.05,12.5,"78,183,400",-4.214559387
"May 19, 2022",12.64,12.85,"58,459,600",1.661392405
"May 18, 2022",13.25,12.78,"68,362,500",-3.547169811
"May 17, 2022",13.34,13.53,"50,891,400",1.424287856
"May 16, 2022",13.49,13.05,"65,055,400",-3.261675315
"May 13, 2022",12.88,13.5,"78,944,200",4.813664596
"May 12, 2022",12.21,12.44,"113,203,900",1.883701884
"May 11, 2022",13.2,12.83,"71,644,900",-2.803030303
"May 10, 2022",13.8,13.35,"75,506,700",-3.260869565
"May 09, 2022",13.85,13.37,"71,242,000",-3.465703971
"May 06, 2022",14.46,14.21,"66,622,200",-1.728907331
