Date,Open,Close,Volume,Percent Change
"Sep 15, 2022",40.57,40.66,"15,193,900",0.0984736583
"Sep 14, 2022",40.74,40.62,"15,239,200",0.222057735
"Sep 13, 2022",40.6,40.53,"14,841,600",-3.614744352
"Sep 12, 2022",41.66,42.05,"16,332,900",1.84063938
"Sep 09, 2022",40.75,41.29,"12,912,900",1.950617284
"Sep 08, 2022",39.45,40.5,"15,754,700",0.9723261032
"Sep 07, 2022",38.52,40.11,"15,832,400",3.616636528
"Sep 06, 2022",38.81,38.71,"19,717,300",0.6238627502
"Sep 02, 2022",39.32,38.47,"10,860,500",-0.2334024896
"Sep 01, 2022",37.81,38.56,"11,370,800",0.9159905784
"Aug 31, 2022",39.2,38.21,"15,390,300",-2.351137235
"Aug 30, 2022",39.76,39.13,"15,090,600",-0.9617818274
"Aug 29, 2022",38.77,39.51,"13,408,900",0.7137394851
"Aug 26, 2022",40.75,39.23,"16,179,500",-2.871998019
"Aug 25, 2022",39.36,40.39,"15,211,900",2.904458599
"Aug 24, 2022",38.61,39.25,"12,710,300",1.789419087
"Aug 23, 2022",38.96,38.56,"15,394,400",0.02594033722
"Aug 22, 2022",38.24,38.55,"20,921,400",-2.896725441
"Aug 19, 2022",39.24,39.7,"23,306,500",2.530991736
"Aug 18, 2022",38.33,38.72,"7,004,100",0.8333333333
"Aug 17, 2022",38.19,38.4,"10,656,700",-1.513208515
"Aug 16, 2022",38.95,38.99,"13,944,400",-1.040609137
"Aug 15, 2022",38.88,39.4,"9,626,400",-0.2026342452
"Aug 12, 2022",38.83,39.48,"8,905,300",2.652106084
"Aug 11, 2022",38.69,38.46,"10,221,400",1.343873518
"Aug 10, 2022",37.69,37.95,"10,663,300",3.631895139
"Aug 09, 2022",37.27,36.62,"12,752,200",-2.502662407
"Aug 08, 2022",36.62,37.56,"17,398,800",4.159733777
"Aug 05, 2022",35.92,36.06,"10,878,600",-0.4692243997
"Aug 04, 2022",37.02,36.23,"16,882,100",-2.894666309
"Aug 03, 2022",36.79,37.31,"16,047,700",3.265983947
"Aug 02, 2022",36.32,36.13,"13,124,000",-1.740549361
"Aug 01, 2022",36.06,36.77,"12,224,200",1.406508549
"Jul 29, 2022",35.75,36.26,"14,375,900",1.454952434
"Jul 28, 2022",35.01,35.74,"11,802,100",3.056516724
"Jul 27, 2022",34.02,34.68,"12,292,800",4.019196161
"Jul 26, 2022",34.03,33.34,"14,533,000",-3.418308227
"Jul 25, 2022",34.86,34.52,"14,782,700",-0.4326507067
"Jul 22, 2022",35.17,34.67,"13,616,700",-1.309422146
"Jul 21, 2022",34.76,35.13,"10,857,400",1.064441887
"Jul 20, 2022",34.18,34.76,"10,110,600",1.046511628
"Jul 19, 2022",33.35,34.4,"13,186,300",5.456774985
"Jul 18, 2022",33.3,32.62,"12,679,300",-0.7605719501
"Jul 15, 2022",32.25,32.87,"12,982,900",4.051915163
"Jul 14, 2022",31.15,31.59,"14,450,400",-0.4098360656
"Jul 13, 2022",30.85,31.72,"16,196,700",0.6026006977
"Jul 12, 2022",30.92,31.53,"19,773,400",2.137998056
"Jul 11, 2022",31.91,30.87,"17,121,600",-4.456824513
"Jul 08, 2022",32.69,32.31,"11,765,200",-1.071647275
"Jul 07, 2022",32,32.66,"14,022,900",4.445155101
"Jul 06, 2022",32.05,31.27,"17,101,100",-3.398208217
"Jul 05, 2022",31.11,32.37,"19,646,200",0.5591798695
"Jul 01, 2022",31.28,32.19,"21,175,000",1.353904282
"Jun 30, 2022",32.59,31.76,"20,144,800",-5.052316891
"Jun 29, 2022",33.8,33.45,"11,426,700",-1.58870256
"Jun 28, 2022",35.19,33.99,"15,197,100",-1.848108576
"Jun 27, 2022",34.99,34.63,"10,443,100",-0.5456634118
"Jun 24, 2022",33.11,34.82,"18,401,600",5.547135496
"Jun 23, 2022",32.92,32.99,"14,410,100",0.4873591228
"Jun 22, 2022",32.19,32.83,"14,974,100",0.5821078431
"Jun 21, 2022",32.83,32.64,"16,627,600",2.383939774
"Jun 17, 2022",31.45,31.88,"23,649,700",1.464035646
"Jun 16, 2022",32.85,31.42,"22,783,200",-8.074897601
"Jun 15, 2022",33.36,34.18,"19,116,000",2.951807229
"Jun 14, 2022",32.67,33.2,"17,891,000",2.850061958
"Jun 13, 2022",33.86,32.28,"23,202,000",-7.797772065
"Jun 10, 2022",35.73,35.01,"15,875,500",-4.474761255
"Jun 09, 2022",37.48,36.65,"9,306,500",-2.759352613
"Jun 08, 2022",38.34,37.69,"10,210,300",-1.772217879
"Jun 07, 2022",37.22,38.37,"14,517,600",1.427438541
"Jun 06, 2022",38.35,37.83,"11,029,000",0.584950811
"Jun 03, 2022",38.09,37.61,"11,670,500",-3.241574479
"Jun 02, 2022",38.4,38.87,"10,735,500",1.567807682
"Jun 01, 2022",39.01,38.27,"12,190,800",-1.059979317
"May 31, 2022",38.61,38.68,"19,857,900",0.285195748
"May 27, 2022",37.8,38.57,"15,684,100",3.073222875
"May 26, 2022",36.38,37.42,"14,568,400",4.002223457
"May 25, 2022",34.9,35.98,"15,409,500",2.186878728
"May 24, 2022",35.53,35.21,"16,717,000",-2.194444444
"May 23, 2022",35.93,36,"19,959,800",1.694915254
"May 20, 2022",37.01,35.4,"24,408,000",-1.993355482
"May 19, 2022",35.38,36.12,"15,545,100",0.8093776165
"May 18, 2022",37.5,35.83,"19,255,700",-5.958005249
"May 17, 2022",38.03,38.1,"15,505,700",2.69541779
"May 16, 2022",38.01,37.1,"16,512,200",-2.904998691
"May 13, 2022",36.18,38.21,"22,997,300",7.452193476
"May 12, 2022",35.46,35.56,"43,172,200",-4.588140596
"May 11, 2022",38.78,37.27,"18,050,800",-3.695090439
"May 10, 2022",39.39,38.7,"20,206,400",1.150026137
"May 09, 2022",38.98,38.26,"18,508,800",-3.335017686
"May 06, 2022",39.79,39.58,"14,684,900",-0.9261576971
